Date,City,Average Temperature
2015-01-01,Barcelona,9.38602864583335
2015-01-02,Barcelona,10.65412500000004
2015-01-03,Barcelona,11.42093880208336
2015-01-04,Barcelona,13.46643750000003
2015-01-05,Barcelona,11.95193619791669
2015-01-06,Barcelona,11.67833333333336
2015-01-07,Barcelona,11.13610416666669
2015-01-08,Barcelona,11.70194661458336
2015-01-09,Barcelona,11.15366015625002
2015-01-10,Barcelona,12.20320833333336
2015-01-11,Barcelona,14.15097265625002
2015-01-12,Barcelona,12.61041666666669
2015-01-13,Barcelona,13.97666666666669
2015-01-14,Barcelona,13.08625000000003
2015-01-15,Barcelona,13.68022786458337
2015-01-16,Barcelona,13.41291666666669
2015-01-17,Barcelona,9.91583333333336
2015-01-18,Barcelona,9.62875000000003
2015-01-19,Barcelona,9.955166666666692
2015-01-20,Barcelona,8.995625000000025
2015-01-21,Barcelona,8.139166666666698
2015-01-22,Barcelona,8.800055989583358
2015-01-23,Barcelona,10.20239583333336
2015-01-24,Barcelona,10.01762500000002
2015-01-25,Barcelona,11.45508333333336
2015-01-26,Barcelona,9.387166666666692
2015-01-27,Barcelona,10.4285455729167
2015-01-28,Barcelona,9.735863281250024
2015-01-29,Barcelona,12.20870833333335
2015-01-30,Barcelona,12.48975000000002
2015-01-31,Barcelona,10.12997786458336
2015-02-01,Barcelona,8.350541666666695
2015-02-02,Barcelona,8.616233072916685
2015-02-03,Barcelona,8.021808593750018
2015-02-04,Barcelona,5.315833333333359
2015-02-05,Barcelona,6.613541666666691
2015-02-06,Barcelona,5.507687500000027
2015-02-07,Barcelona,6.99325000000002
2015-02-08,Barcelona,8.166735677083368
2015-02-09,Barcelona,8.367208333333359
2015-02-10,Barcelona,8.890833333333356
2015-02-11,Barcelona,9.946937500000027
2015-02-12,Barcelona,11.24708333333336
2015-02-13,Barcelona,12.86791666666669
2015-02-14,Barcelona,11.37208333333336
2015-02-15,Barcelona,11.06883333333336
2015-02-16,Barcelona,10.46912239583335
2015-02-17,Barcelona,12.4012604166667
2015-02-18,Barcelona,12.47870833333336
2015-02-19,Barcelona,10.71883333333334
2015-02-20,Barcelona,6.529992187500016
2015-02-21,Barcelona,9.280479166666694
2015-02-22,Barcelona,7.032958333333352
2015-02-23,Barcelona,9.913958333333357
2015-02-24,Barcelona,11.72837500000002
2015-02-25,Barcelona,11.63300000000003
2015-02-26,Barcelona,12.34870833333336
2015-02-27,Barcelona,11.21604817708336
2015-02-28,Barcelona,9.282958333333374
2015-03-01,Barcelona,13.20891666666669
2015-03-02,Barcelona,15.6264791666667
2015-03-03,Barcelona,14.59287500000003
2015-03-04,Barcelona,10.81008333333335
2015-03-05,Barcelona,12.16520833333335
2015-03-06,Barcelona,10.56677083333336
2015-03-07,Barcelona,11.39231901041669
2015-03-08,Barcelona,10.89287500000002
2015-03-09,Barcelona,12.23714583333336
2015-03-10,Barcelona,12.15533203125003
2015-03-11,Barcelona,14.42625130208336
2015-03-12,Barcelona,13.26250130208336
2015-03-13,Barcelona,11.94218489583336
2015-03-14,Barcelona,8.492561197916686
2015-03-15,Barcelona,9.334149739583355
2015-03-16,Barcelona,10.13070572916669
2015-03-17,Barcelona,10.70507942708336
2015-03-18,Barcelona,12.50458203125003
2015-03-19,Barcelona,13.10245703125002
2015-03-20,Barcelona,13.78183000000002
2015-03-21,Barcelona,12.48264713541668
2015-03-22,Barcelona,11.94395833333336
2015-03-23,Barcelona,12.5264127604167
2015-03-24,Barcelona,12.0228541666667
2015-03-25,Barcelona,11.17306380208336
2015-03-26,Barcelona,9.694373697916681
2015-03-27,Barcelona,11.97091796875002
2015-03-28,Barcelona,13.06120833333336
2015-03-29,Barcelona,13.70511197916669
2015-03-30,Barcelona,15.04408333333336
2015-03-31,Barcelona,13.8601861979167
2015-04-01,Barcelona,13.55921223958336
2015-04-02,Barcelona,12.98460546875002
2015-04-03,Barcelona,12.88060416666669
2015-04-04,Barcelona,12.50620833333336
2015-04-05,Barcelona,12.75205989583336
2015-04-06,Barcelona,12.17095833333335
2015-04-07,Barcelona,11.96897786458336
2015-04-08,Barcelona,11.61994010416669
2015-04-09,Barcelona,11.68523177083336
2015-04-10,Barcelona,12.37541927083336
2015-04-11,Barcelona,13.00758333333336
2015-04-12,Barcelona,13.42306380208336
2015-04-13,Barcelona,13.81531250000003
2015-04-14,Barcelona,14.53524869791669
2015-04-15,Barcelona,14.76816666666669
2015-04-16,Barcelona,15.09575390625003
2015-04-17,Barcelona,14.76839453125003
2015-04-18,Barcelona,14.97191796875003
2015-04-19,Barcelona,13.72454166666669
2015-04-20,Barcelona,14.10012500000003
2015-04-21,Barcelona,15.10123567708337
2015-04-22,Barcelona,15.07949348958337
2015-04-23,Barcelona,15.02917968750004
2015-04-24,Barcelona,15.55449869791669
2015-04-25,Barcelona,16.1155065104167
2015-04-26,Barcelona,16.03835416666669
2015-04-27,Barcelona,15.20867968750004
2015-04-28,Barcelona,15.43062630208337
2015-04-29,Barcelona,15.0446471354167
2015-04-30,Barcelona,15.11645833333338
2015-05-01,Barcelona,17.34362500000002
2015-05-02,Barcelona,17.36705598958336
2015-05-03,Barcelona,17.80471484375003
2015-05-04,Barcelona,17.53647265625002
2015-05-05,Barcelona,18.6654791666667
2015-05-06,Barcelona,17.49606250000003
2015-05-07,Barcelona,17.1618190104167
2015-05-08,Barcelona,18.02002083333337
2015-05-09,Barcelona,18.50221484375003
2015-05-10,Barcelona,18.66231250000003
2015-05-11,Barcelona,18.26127734375003
2015-05-12,Barcelona,17.37384114583336
2015-05-13,Barcelona,18.88006901041669
2015-05-14,Barcelona,19.96437500000003
2015-05-15,Barcelona,19.41337500000002
2015-05-16,Barcelona,18.88308333333337
2015-05-17,Barcelona,18.42789583333337
2015-05-18,Barcelona,18.31461718750002
2015-05-19,Barcelona,16.85654166666669
2015-05-20,Barcelona,14.10312500000002
2015-05-21,Barcelona,15.03785416666671
2015-05-22,Barcelona,16.40006250000003
2015-05-23,Barcelona,16.98185416666669
